,_id,token,contexts,context_count,remarks
45,62f0e7c77b1fd5ee07267adf,unlay,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['unlaid', 'unlay', 'unlaying', 'unlays'], 'sentence_usage': ['{wi}unlay{/wi} a rope'], 'sense': ['{bc}to untwist the strands of '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
46,62f0e7c77b1fd5ee07267ae0,Djiboutig,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'geographical name', 'offensive': False, 'stems': ['Djibouti', 'Djiboutian', 'French Somaliland', 'French Territory of the Afars and the Issas'], 'sentence_usage': [], 'sense': ['country of eastern Africa on Bab el Mandeb Strait across from Yemen and on the Gulf of Aden; a republic {it}area{/it} 8958 square miles (23,200 square kilometers), {it}population{/it} 884,000', 'city and capital of Djibouti {it}population{/it} 562,000'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
47,62f0e7c77b1fd5ee07267ae1,townsfolk,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'plural noun', 'offensive': False, 'stems': ['townsfolk'], 'sentence_usage': [], 'sense': ['{bc}{sx|townspeople||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
48,62f0e7c77b1fd5ee07267ae2,railbus,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['railbus', 'railbuses', 'railbusses'], 'sentence_usage': [], 'sense': ['{bc}a passenger car with an automotive engine for operation on {a_link|rails}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
49,62f0e7c77b1fd5ee07267ae3,bagatelle,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['bagatelle', 'bagatelles'], 'sentence_usage': [], 'sense': ['{bc}{sx|trifle||1}', '{bc}any of various games involving the rolling of balls into scoring areas', '{bc}a short literary or musical piece in light style'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
50,62f0e7c77b1fd5ee07267ae4,frequency,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['frequencies', 'frequency'], 'sentence_usage': ['the {wi}frequency{/wi} of automobile accidents'], 'sense': ['{bc}the fact or condition of occurring {a_link|frequently} ', '{bc}the number of times that a periodic function repeats the same sequence of values during a unit variation of the {d_link|independent variable|independent variable}', '{bc}the number, proportion, or percentage of items in a particular category in a set of data', '{bc}the number of complete alternations {dx_def}see {dxt|alternation||1}{/dx_def} per second of an alternating current', '{bc}the number of complete oscillations {dx_def}see {dxt|oscillation||3}{/dx_def} per second of energy (such as sound or electromagnetic radiation) in the form of waves'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['extremely high frequencies', 'extremely high frequency'], 'sentence_usage': [], 'sense': ['{bc}a radio frequency in the highest range of the radio spectrum {dx}see {dxt|Radio Frequencies Table|radio frequency|table}{/dx}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['gene frequencies', 'gene frequency'], 'sentence_usage': [], 'sense': ['{bc}the ratio of the number of a specified allele in a population to the total of all alleles at its genetic locus'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 4, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['high frequencies', 'high frequency'], 'sentence_usage': [], 'sense': ['{bc}a radio frequency between very high frequency and medium frequency {dx}see {dxt|Radio Frequencies Table|radio frequency|table}{/dx}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 5, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['low frequencies', 'low frequency'], 'sentence_usage': [], 'sense': ['{bc}a radio frequency between medium frequency and very low frequency {dx}see {dxt|Radio Frequencies Table|radio frequency|table}{/dx}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 6, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['medium frequencies', 'medium frequency'], 'sentence_usage': [], 'sense': ['{bc}a radio frequency between high frequency and low frequency {dx}see {dxt|Radio Frequencies Table|radio frequency|table}{/dx}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 7, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['radio frequencies', 'radio frequency'], 'sentence_usage': [], 'sense': ['{bc}any of the electromagnetic wave frequencies that lie in the range extending from below 3 kilohertz to about 300 gigahertz and that include the frequencies used for communications signals (as for radio and television broadcasting and cell-phone and satellite transmissions) or radar signals'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 8, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['superhigh frequencies', 'superhigh frequency'], 'sentence_usage': [], 'sense': ['{bc}a radio frequency in the next to the highest range of the radio spectrum {dx}see {dxt|Radio Frequencies Table|radio frequency|table}{/dx}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 9, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['ultrahigh frequencies', 'ultrahigh frequency'], 'sentence_usage': [], 'sense': ['{bc}a radio frequency between superhigh frequency and very high frequency {dx}see {dxt|Radio Frequencies Table|radio frequency|table}{/dx}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 10, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['very high frequencies', 'very high frequency'], 'sentence_usage': [], 'sense': ['{bc}a radio frequency between ultrahigh frequency and high frequency {dx}see {dxt|Radio Frequencies Table|radio frequency|table}{/dx}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",10,testing/debugging stage - wyxl
51,62f0e7c77b1fd5ee07267ae5,top,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['off the top of her head', 'off the top of his head', 'off the top of its head', 'off the top of my head', ""off the top of one's head"", 'off the top of our head', 'off the top of our heads', 'off the top of their head', 'off the top of their heads', 'off the top of your head', 'on top of', 'on top of the world', 'over the top', 'top', 'topped', 'tops'], 'sentence_usage': [], 'sense': ['{bc}the highest point, level, or part of something {bc}{sx|summit||}, {sx|crown||}', '{bc}a garment worn on the upper body', '{bc}the head of a plant', '{bc}the head or top of the head ', '{bc}the highest or uppermost region or part', '{bc}the upper end, edge, or surface', '{bc}a fitted, integral, or attached part or unit serving as an upper piece, lid, or covering', '{bc}the highest position (as in rank or achievement)', '{bc}a person or thing at the top', '{bc}aces and kings in a hand or the three highest honors in a suit', '{bc}the part that is nearest in space or time to the source or beginning', '{bc}the first half of an inning in baseball', '{bc}the highest degree or pitch conceivable or attained {bc}{sx|acme||}, {sx|pinnacle||}', '{bc}the loudest or highest range of a sound', '{bc}the choicest part {bc}{sx|cream||}, {sx|pick||}', '{bc}a platform surrounding the head of a lower mast that serves to spread the topmast rigging, strengthen the mast, and furnish a standing place for men aloft', '{bc}a comparable part of the superstructure', '{bc}a forward spin given to a ball (as in golf or billiards) by striking it on or near the top or above the center', '{bc}a fundamental quark that has an electric charge of + 2/3 and a measured energy of approximately 175 GeV'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['top', 'topped', 'topping', 'tops'], 'sentence_usage': ['{wi}tops{/wi} the previous record'], 'sense': ['{bc}to be or become higher than {bc}{sx|overtop||} ', '{bc}to be superior to {bc}{sx|excel||}, {sx|surpass||}', '{bc}to gain ascendancy over {bc}{sx|dominate||}', '{bc}to cover with a top or on the top {bc}provide, form, or serve as a top for', '{bc}to supply with a decorative or protective finish or final touch', '{bc}to resupply or refill to capacity ', '{bc}to complete the basic structure of (something, such as a high-rise building) by putting on a cap or uppermost section ', '{bc}to bring to an end or climax ', '{bc}to remove or cut the top of', '{bc}to rise to, reach, or be at the top of', '{bc}to go over the top of {bc}{sx|clear||}, {sx|surmount||}', '{bc}to strike (a ball) above the center thereby imparting topspin'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': [""off the top of one's head"", 'on top of', 'on top of the world', 'over the top', 'top', 'topped', 'tops'], 'sentence_usage': [], 'sense': ['{bc}a commonly cylindrical or conoidal device that has a tapering point on which it is made to spin and that is used especially as a toy'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 4, 'language': 'en', 'pos_tag': 'adjective', 'offensive': False, 'stems': ['peg-top', 'peg-topped'], 'sentence_usage': [], 'sense': ['{bc}{sx|peg||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 5, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['peg top', 'peg tops', 'peg-topped'], 'sentence_usage': [], 'sense': ['{bc}a pear-shaped top that is made to spin on the sharp metal peg in its base by the unwinding of a string wound round its center', '{bc}peg trousers'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 6, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['top up', 'top-up', 'top-ups', 'topped up', 'topping up', 'tops up'], 'sentence_usage': [], 'sense': ['{bc}to make up to the full quantity, capacity, or amount'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 7, 'language': 'en', 'pos_tag': 'phrasal verb', 'offensive': False, 'stems': ['top off', 'topped off', 'topping off', 'tops off'], 'sentence_usage': ['We {it}topped off{/it} dinner with dessert and coffee.', ""The victory {it}tops off{/it} the coach's extremely successful career."", 'I added a little more coffee to {it}top off{/it} the mug.', ""He stopped at the gas station to {it}top off{/it} the car's tank.""], 'sense': ['{bc}to end (something) usually in an exciting or impressive way ', '{bc}to fill (something) completely with a liquid '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 8, 'language': 'en', 'pos_tag': 'phrasal verb', 'offensive': False, 'stems': ['top out', 'topped out', 'topping out', 'tops out'], 'sentence_usage': [], 'sense': ['{bc}to reach the highest amount or level and stop increasing '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",8,testing/debugging stage - wyxl
52,62f0e7c77b1fd5ee07267ae6,seismic,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'adjective', 'offensive': False, 'stems': ['seismic', 'seismically'], 'sentence_usage': ['{wi}seismic{/wi} social changes'], 'sense': ['{bc}of, subject to, or caused by an earthquake', '{bc}of or relating to a vibration on a celestial body (such as the moon) comparable to a seismic event on earth', '{bc}having a strong or widespread impact {bc}{sx|earthshaking||} '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['seismic shift'], 'sentence_usage': ['The discovery caused a {it}seismic shift{/it} in public attitudes.'], 'sense': ['{bc}a great change '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",2,testing/debugging stage - wyxl
53,62f0e7c77b1fd5ee07267ae7,participle,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['participle', 'participles'], 'sentence_usage': [], 'sense': ['{bc}a word having the characteristics of both verb and adjective'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['past participle', 'past participles'], 'sentence_usage': [], 'sense': ['{bc}a participle that typically expresses completed action, that is traditionally one of the principal parts of the verb, and that is traditionally used in English in the formation of perfect tenses in the active voice and of all tenses in the passive voice'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['perfect participle', 'perfect participles'], 'sentence_usage': [], 'sense': ['{bc}{sx|past participle||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 4, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['present participle', 'present participles'], 'sentence_usage': [], 'sense': ['{bc}a participle that typically expresses present action in relation to the time expressed by the finite verb in its clause and that in English is formed with the suffix {it}-ing{/it} and is used in the formation of the progressive tenses'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",4,testing/debugging stage - wyxl
54,62f0e7c77b1fd5ee07267ae8,aspiration,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['aspiration', 'aspirational', 'aspirations'], 'sentence_usage': ['an {wi}aspiration{/wi} to become famous', 'An acting career is her {wi}aspiration{/wi}.', 'the {wi}aspiration{/wi} of stomach fluids', ""problems caused by the {wi}aspiration{/wi} of fluids into the patient's lungs"", 'the {wi}aspiration{/wi} of the letter ""h"" in ""a house""'], 'sense': ['{bc}a strong desire to achieve something high or great ', '{bc}an object of such desire ', '{bc}the act of breathing and especially of breathing in', '{bc}the withdrawal (as by suction) of fluid or tissue from the body ', '{bc}the taking of foreign matter into the lungs with the respiratory current ', '{bc}audible breath that accompanies or comprises a speech sound', '{bc}the pronunciation or addition of an aspiration '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
55,62f0e7c77b1fd5ee07267ae9,tritheism,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['tritheism', 'tritheisms', 'tritheist', 'tritheistic', 'tritheistical', 'tritheists'], 'sentence_usage': [], 'sense': ['{bc}the doctrine that the Father, Son, and Holy Spirit are three distinct Gods'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
56,62f0e7c77b1fd5ee07267aea,Tripolig,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'geographical name', 'offensive': False, 'stems': ['Oea', 'Tarabulus', 'Tripoli', 'Tripolis', 'Tripolitan'], 'sentence_usage': [], 'sense': ['city and port on the Mediterranean Sea in northwestern Lebanon north-northeast of Beirut {it}population{/it} 127,611', 'city and port on the Mediterranean Sea in northwestern Libya {it}population{/it} 591,062 ', '{d_link|Tripolitania|Tripolitania:g} when it was one of the {d_link|Barbary States|Barbary Coast:g}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'geographical name', 'offensive': False, 'stems': ['Tripolis', 'Tripolitania', 'Tripolitanian'], 'sentence_usage': [], 'sense': ['region (originally a Phoenician colony) and former province of northwestern Libya bordering on the Mediterranean Sea'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['tripoli', 'tripolis'], 'sentence_usage': [], 'sense': ['{bc}an earth consisting of very friable soft schistose deposits of silica and including diatomite and kieselguhr', '{bc}an earth consisting of friable dustlike silica not of diatomaceous origin'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",3,testing/debugging stage - wyxl
57,62f0e7c77b1fd5ee07267aeb,integral,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'adjective', 'offensive': False, 'stems': ['integral', 'integralities', 'integrality', 'integrally'], 'sentence_usage': ['an {wi}integral{/wi} part of the curriculum', 'a seat with {wi}integral{/wi} headrest'], 'sense': ['{bc}essential to completeness {bc}{sx|constituent||} ', '{bc}being, containing, or relating to one or more mathematical {d_link|integers|integer}', '{bc}relating to or concerned with mathematical {d_link|integration|integration} or the results of mathematical integration', '{bc}formed as a unit with another part ', '{bc}composed of {d_link|constituent|constituent:2} parts', '{bc}lacking nothing essential {bc}{sx|entire||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['integral', 'integrals'], 'sentence_usage': [], 'sense': ['{bc}the result of a mathematical {d_link|integration|integration} {dx}compare {dxt|definite integral||}, {dxt|indefinite integral||}{/dx}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['integral calculi', 'integral calculus', 'integral calculuses'], 'sentence_usage': [], 'sense': ['{bc}a branch of mathematics concerned with the theory and applications (as in the determination of lengths, areas, and volumes and in the solution of differential equations) of integrals and integration'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 4, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['integral domain', 'integral domains'], 'sentence_usage': ['the integers under the operations of addition and multiplication form an {it}integral domain{/it}'], 'sense': ['{bc}a mathematical ring in which multiplication is commutative, which has a multiplicative identity element, and which contains no pair of nonzero elements whose product is zero '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 5, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['definite integral', 'definite integrals'], 'sentence_usage': [], 'sense': ['{bc}the difference between the values of the integral of a given function {it}f{/it}({it}x{/it}) for an upper value {it}b{/it} and a lower value {it}a{/it} of the independent variable {it}x{/it}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 6, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['improper integral', 'improper integrals'], 'sentence_usage': [], 'sense': ['{bc}a definite integral whose region of integration is unbounded or includes a point at which the integrand is undefined or tends to infinity'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 7, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['indefinite integral', 'indefinite integrals'], 'sentence_usage': [], 'sense': ['{bc}any function whose derivative is a given function'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 8, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['Riemann integral', 'Riemann integrals'], 'sentence_usage': [], 'sense': ['{bc}a definite integral defined as the limit of sums found by partitioning the interval comprising the domain of definition into subintervals, by finding the sum of products each of which consists of the width of a subinterval multiplied by the value of the function at some point in it, and by letting the maximum width of the subintervals approach zero'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",8,testing/debugging stage - wyxl
58,62f0e7c77b1fd5ee07267aec,find,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['find', 'find fault', 'findable', 'finding', 'finding fault', 'finds', 'finds fault', 'found', 'found fault'], 'sentence_usage': ['{it}found{/it} a $10 bill on the ground', 'hoped to {wi}find{/wi} favor', 'must {wi}find{/wi} a suitable person for the job', '{wi}find{/wi} an answer', '{wi}find{/wi} the time to study', 'the bullet {it}found{/it} its mark', '{wi}find{/wi} much pleasure in your company', '{it}found{/it} himself in prison awaiting deportation', '{it}found{/it} himself on the verge of bankruptcy', 'trying to {wi}find{/wi} his tongue', 'must help the student to {wi}find{/wi} himself as an individual', ""he was chopping by day's work—75 cents a day—and {it}found{/it} himself"", '{wi}find{/wi} a verdict', '{it}found{/it} her guilty'], 'sense': ['{bc}to come upon often accidentally {bc}{sx|encounter||} ', '{bc}to meet with (a particular reception) ', '{bc}to come upon by searching or effort ', '{bc}to discover by study or experiment ', '{bc}to obtain by effort or management ', '{bc}{sx|attain||}, {sx|reach||} ', '{bc}to discover by the intellect or the feelings {bc}{sx|experience||} ', '{bc}to perceive (oneself) to be in a certain place or condition ', '{bc}to gain or regain the use or power of ', ""{bc}to bring (oneself) to a realization of one's powers or of one's proper sphere of activity "", '{bc}{sx|provide||}, {sx|supply||}', '{bc}to furnish (room and board) especially as a condition of employment ', '{bc}to determine and make a statement about '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
59,62f0e7c77b1fd5ee07267aed,conservatory,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['conservatories', 'conservatory'], 'sentence_usage': ['a music {wi}conservatory{/wi}'], 'sense': ['{bc}a greenhouse for growing or displaying plants', '{bc}a school specializing in one of the fine arts '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
60,62f0e7c77b1fd5ee07267aee,chiropteran,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['chiroptera', 'chiropteran', 'chiropterans'], 'sentence_usage': [], 'sense': ['{bc}{sx|bat:3||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
61,62f0e7c77b1fd5ee07267aef,khan,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['khan', 'khans'], 'sentence_usage': [], 'sense': ['{bc}a medieval sovereign of China and ruler over the Turkish, Tatar, and Mongol tribes', '{bc}a local chieftain or man of rank in some countries of central Asia'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['khan', 'khans'], 'sentence_usage': [], 'sense': ['{bc}a caravansary or rest house in some Asian countries'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'biographical name', 'offensive': False, 'stems': ['Imran Ahmed Khan Niazi', 'Imran Khan', 'Imran Khan Niazi', 'Khan', 'Khan Niazi', 'Niazi'], 'sentence_usage': [], 'sense': ['Imran (Ahmed) 1952–\u2002\u2002\u2002\u2002prime minister of Pakistan (2018–\u2002\u2002)'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 4, 'language': 'en', 'pos_tag': 'geographical name', 'offensive': False, 'stems': [""Han-t'eng-ko-li"", 'Hantengri', 'Khan Tangiri', 'Khan-Tengri'], 'sentence_usage': [], 'sense': ['mountain 22,949 feet (6995 meters) high in the {d_link|Tian Shan|Tian Shan:g} on the border between Kyrgyzstan and the Xinjiang Uygur region of China'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 5, 'language': 'en', 'pos_tag': 'geographical name', 'offensive': False, 'stems': ['Khan Yunis'], 'sentence_usage': [], 'sense': ['settlement in the Gaza Strip near the Mediterranean coast and the border with Egypt {it}population{/it} 143,000'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 6, 'language': 'en', 'pos_tag': 'biographical name', 'offensive': False, 'stems': ['Aga Khan III'], 'sentence_usage': [], 'sense': ['1877–1957 {it}Aga Sultan Sir Mohammed Shah{/it} imam of a branch of Shiism (1885–1957)'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 7, 'language': 'en', 'pos_tag': 'biographical name', 'offensive': False, 'stems': ['Aga Khan IV'], 'sentence_usage': [], 'sense': ['1936–\u2002\u2002\u2002\u2002 {it}grandson of {i_link|Aga Khan III|Aga Khan III:b}, Shah Karim{/it} imam of a branch of Shiism (1957–\u2002\u2002\u2002\u2002)'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 8, 'language': 'en', 'pos_tag': 'biographical name', 'offensive': False, 'stems': ['Genghis Khan'], 'sentence_usage': [], 'sense': ['{it}circa{/it} 1162–1227 Mongol conqueror'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 9, 'language': 'en', 'pos_tag': 'biographical name', 'offensive': False, 'stems': ['Kublai Khan'], 'sentence_usage': [], 'sense': ['1215–1294 founder of Mongol dynasty in China'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",9,testing/debugging stage - wyxl
62,62f0e7c77b1fd5ee07267af0,chew,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['chew', 'chew on', 'chew the fat', 'chew the rag', 'chewable', 'chewed', 'chewed on', 'chewed the fat', 'chewed the rag', 'chewer', 'chewers', 'chewier', 'chewiest', 'chewing', 'chewing on', 'chewing the fat', 'chewing the rag', 'chews', 'chews on', 'chews the fat', 'chews the rag', 'chewy'], 'sentence_usage': [], 'sense': ['{bc}to crush, grind, or gnaw (something, such as food) with or as if with the teeth {bc}{sx|masticate||}', '{bc}to injure, destroy, or consume as if by {a_link|chewing} '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
63,62f0e7c77b1fd5ee07267af1,relinquish,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['relinquish', 'relinquished', 'relinquishes', 'relinquishing', 'relinquishment', 'relinquishments'], 'sentence_usage': ['{wi}relinquish{/wi} a title', 'slowly {wi}relinquished{/wi} his grip on the bar', 'few leaders willingly {wi}relinquish{/wi} power'], 'sense': ['{bc}to withdraw or retreat from {bc}leave behind', '{bc}{sx|give up||} ', '{bc}to stop holding physically {bc}{sx|release||} ', '{bc}to give over possession or control of {bc}{sx|yield||} '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
64,62f0e7c77b1fd5ee07267af2,wedding,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['wedding', 'weddings'], 'sentence_usage': [], 'sense': ['{bc}a marriage ceremony usually with its accompanying festivities {bc}{sx|nuptials||}', '{bc}an act, process, or instance of joining in close association', '{bc}a wedding anniversary or its celebration '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['wed', 'wedded', 'wedder', 'wedders', 'wedding', 'weds'], 'sentence_usage': ['films that made me conscious of the power of {it}wedding{/it} image to music', 'was {wi}wed{/wi} to the old ways'], 'sense': ['{bc}to take for wife or husband by a formal ceremony {bc}{sx|marry||}', '{bc}to join in marriage', '{bc}to place in close or intimate association ', '{bc}to link by commitment or custom '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['wedding cake', 'wedding cakes'], 'sentence_usage': [], 'sense': ['{bc}a usually elaborately decorated and tiered cake made for the celebration of a wedding', '{bc}something (such as a large building) resembling a wedding cake especially in elaborate ornamentation'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 4, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['wedding march', 'wedding marches'], 'sentence_usage': [], 'sense': ['{bc}a march of slow tempo and stately character that is composed or played to accompany the bridal procession'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 5, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['wedding ring', 'wedding rings'], 'sentence_usage': [], 'sense': ['{bc}a ring of metal (such as gold) given by the groom to the bride during the wedding service'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 6, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['wedding band'], 'sentence_usage': [], 'sense': ['{bc}a wedding ring'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 7, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['wedding party'], 'sentence_usage': [], 'sense': ['{bc}the bride, groom, and their attendants'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 8, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['wedding rehearsal'], 'sentence_usage': [], 'sense': ['{bc}an event at which the people involved in a wedding ceremony practice what will be done at the ceremony'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 9, 'language': 'en', 'pos_tag': 'idiom', 'offensive': False, 'stems': ['hear wedding bells'], 'sentence_usage': ['The minute I saw your brother and my friend together, I {it}heard wedding bells{/it}.'], 'sense': ['{bc}to think that two people will get married to each other soon '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 10, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['white wedding'], 'sentence_usage': [], 'sense': ['{bc}a traditional wedding in which the bride wears a white dress'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",10,testing/debugging stage - wyxl
